arxiv_id	published	updated	pillar	branch	title	authors	categories	inclusion_note	source_url	pdf_url	local_file	abstract
2601.16823	2026-01-23	2026-05-19	analysis	behavioral observations	Disentangling generalization and memorization in large language models using chess	Leonard S. Pleiss; Maximilian Schiffer; Robert K. von Weizsaecker	cs.CL; cs.AI	Chess separates performance with dense and sparse priors	https://arxiv.org/abs/2601.16823	https://arxiv.org/pdf/2601.16823	paper/2026/2601.16823_disentangling_generalization_and_memorization_in_large_language_models_u.pdf	Large Language Models (LLMs) exhibit remarkable capabilities, yet it remains unclear to what extent these reflect sophisticated recall or genuine reasoning ability. We introduce chess as a controlled testbed aimed at disentangling these faculties. Leveraging the game's structure and scalable engine evaluations, we construct a taxonomy of positions varying in density of relevant priors - ranging from common states solvable by memorization to completely novel ones requiring generalization. Crucially, our approach achieves this distinction without requiring explicit knowledge of the models' training data. Applying this taxonomy, we combine a longitudinal analysis of the GPT lineage with a rigorous evaluation of contemporary models, including Claude Opus and Gemini. Our analysis reveals a steep gradient: performance consistently degrades as the density of relevant priors decreases. Notably, for tasks with few relevant priors, base model performance regresses to the random-play baseline. While newer models improve, progress slows significantly for tasks with sparse priors. Furthermore, while reasoning-augmented inference improves performance, its relative marginal benefit per token decreases in the absence of relevant priors. These results suggest limitations in systematic generalization, highlighting the need for mechanisms beyond scale to achieve robust performance when deprived of relevant priors.
2601.13392	2026-01-19	2026-01-19	analysis	behavioral observations	Beyond Memorization: Testing LLM Reasoning on Unseen Theory of Computation Tasks	Shlok Shelat; Jay Raval; Souvik Roy; Manas Gaur	cs.CL; cs.AI; cs.FL	Unseen automata tasks separate recall from global consistency	https://arxiv.org/abs/2601.13392	https://arxiv.org/pdf/2601.13392	paper/2026/2601.13392_beyond_memorization_testing_llm_reasoning_on_unseen_theory_of_computatio.pdf	Large language models (LLMs) have demonstrated strong performance on formal language tasks, yet whether this reflects genuine symbolic reasoning or pattern matching on familiar constructions remains unclear. We introduce a benchmark for deterministic finite automata (DFA) construction from regular languages, comprising factual knowledge questions, seen construction problems from public sources, and two types of unseen problems: hand-crafted instances with multiple interacting constraints and systematically generated problems via Arden's theorem. Models achieve perfect accuracy on factual questions and 84-90% on seen tasks. However, accuracy drops sharply on unseen problems (by 30-64%), with failures stemming from systematic misinterpretation of language constraints, incorrect handling of Kleene-star semantics, and a failure to preserve global consistency. We evaluate a three-stage hint protocol that enables correction of shallow errors but does not reliably resolve globally inconsistent or structurally flawed automata. Our analysis across multiple prompting strategies (direct, Chain-of-Thought, Tree-of-Thought) reveals that errors persist regardless of prompting approach, exposing a fundamental gap between LLMs' ability to generate syntactically plausible DFAs and their capacity for semantically correct formal reasoning.
2601.09049	2026-01-14	2026-01-14	analysis	empirical mechanisms	Is Grokking Worthwhile? Functional Analysis and Transferability of Generalization Circuits in Transformers	Kaiyu He; Zhang Mian; Peilin Wu; Xinya Du; Zhiyu Chen	cs.CL; cs.AI	Tests transferability claims of grokked generalization circuits	https://arxiv.org/abs/2601.09049	https://arxiv.org/pdf/2601.09049	paper/2026/2601.09049_is_grokking_worthwhile_functional_analysis_and_transferability_of_genera.pdf	"While Large Language Models (LLMs) excel at factual retrieval, they often struggle with the ""curse of two-hop reasoning"" in compositional tasks. Recent research suggests that parameter-sharing transformers can bridge this gap by forming a ""Generalization Circuit"" during a prolonged ""grokking"" phase. A fundamental question arises: Is a grokked model superior to its non-grokked counterparts on downstream tasks? Furthermore, is the extensive computational cost of waiting for the grokking phase worthwhile? In this work, we conduct a mechanistic study to evaluate the Generalization Circuit's role in knowledge assimilation and transfer. We demonstrate that: (i) The inference paths established by non-grokked and grokked models for in-distribution compositional queries are identical. This suggests that the ""Generalization Circuit"" does not represent the sudden acquisition of a new reasoning paradigm. Instead, we argue that grokking is the process of integrating memorized atomic facts into an naturally established reasoning path. (ii) Achieving high accuracy on unseen cases after prolonged training and the formation of a certain reasoning path are not bound; they can occur independently under specific data regimes. (iii) Even a mature circuit exhibits limited transferability when integrating new knowledge, suggesting that ""grokked"" Transformers do not achieve a full mastery of compositional logic."
2607.07646	2026-07-08	2026-07-08	analysis	empirical mechanisms	RL Post-Training Builds Compositional Reasoning Strategies	Azwar Abdulsalam; Nishil Patel; Andrew Saxe	cs.AI; cs.CL	Controlled evidence that RL composes primitive rewrite procedures	https://arxiv.org/abs/2607.07646	https://arxiv.org/pdf/2607.07646	paper/2026/2607.07646_rl_post_training_builds_compositional_reasoning_strategies.pdf	Does RL post-training merely amplify primitive skills already latent in a base model, or can it compose primitive skills into new higher-level strategies? We study this question in a fully observable rewrite-grammar environment where the pretraining distribution is known and every generated rewrite can be audited. A Transformer is pretrained on primitive symbol-rewrite chains and post-trained on a Trace-based reasoning task with only a binary final-answer reward. RL solves held-out problems that remain rarely solved by the pretrained model even under much larger sampling budgets, while rejection fine-tuning improves early but plateaus. Trace analysis shows that RL reorganizes primitive competence through a phased compositional mechanism: it first strengthens primitive reductions, then discovers valid composed procedures. These include sequential compositions, which collapse ordered chains of primitive contractions, and parallel compositions, which combine independent primitive contractions in a single step. The composed procedures are not isolated samples; they are reused and consolidated into a stable repertoire. Comparing RL with rejection fine-tuning shows that the key difference is not exploration volume but selectivity: RFT produces many shortcut-like rewrites, much of them invalid, whereas RL concentrates exploration into valid reusable structure. Pretraining ablations show that the emergence of compositional strategies is gated not by primitive exposure alone, but by whether pretraining organizes primitive competence into reduction procedures that RL can later compress. The base model provides weak procedural ingredients; RL builds them into reliable higher-level strategies.
2606.27721	2026-06-26	2026-06-26	analysis	theoretical analysis	Learning to Reason with Curriculum II: Compositional Generalization	Nived Rajaraman; Audrey Huang; Miroslav Dudik; Robert Schapire; Dylan Foster; Akshay Krishnamurthy	cs.LG	Curricula reduce supervision and reference-coverage requirements	https://arxiv.org/abs/2606.27721	https://arxiv.org/pdf/2606.27721	paper/2026/2606.27721_learning_to_reason_with_curriculum_ii_compositional_generalization.pdf	Compositional generalization, the ability to solve complex problems by combining solutions to simpler sub-problems, is a fundamental capability of both natural and artificial intelligence, and a key mechanism underlying chain-of-thought reasoning. However, the theoretical underpinnings of compositional generalization remain poorly understood: when and why does decomposing a problem into parts yield more efficient learning than solving it directly? We study this question through the canonical problem of learning to simulate semiautomata (predicting the outcome of $T$ steps of sequential computation), a model that captures state tracking, regular language recognition, and modular arithmetic. We show that an autocurriculum-based approach building on Part I of this series, recursively decomposing longer sequences into shorter sub-problems, learning to solve them, and composing the solutions, achieves dramatically better statistical complexity than direct methods. (i) For a setting inspired by supervised fine-tuning (SFT) where the learner receives interactive feedback on intermediate states of the computation, curriculum facilitates learning from only $2^{\mathcal{O}(\sqrt{\log T})}$ tokens of supervision; i.e., subpolynomial in the sequence length $T$, overcoming the $Ω(T)$ token barrier required by direct simulation. (ii) For a setting inspired by reinforcement learning with verifiable rewards (RLVR), where the learner improves a pre-trained reference model using an outcome verifier, we show that curriculum reduces the requirement on the reference model from coverage at the full sequence length $T$ to coverage at a shorter block length $B \ll T$, an exponentially weaker condition.
2606.18089	2026-06-16	2026-07-05	analysis	mechanisms and explanations	From Reasoning Traces to Reusable Modules: Understanding Compositional Generalization in Language Model Reasoning	Lingjing Kong; Xin Liu; Guangyi Chen; Martin Q. Ma; Xiangchen Song; Yuekai Sun; Mikhail Yurochkin; Taylor W. Killian; Ruslan Salakhutdinov; Kun Zhang; Eric P. Xing; Zhengzhong Liu	cs.LG	Latent-module account of complementary SFT and RL roles	https://arxiv.org/abs/2606.18089	https://arxiv.org/pdf/2606.18089	paper/2026/2606.18089_from_reasoning_traces_to_reusable_modules_understanding_compositional_ge.pdf	Post-training pipelines that combine supervised fine-tuning (SFT) with reinforcement learning (RL) have emerged as the key recipe for transforming large language models (LLMs) into robust reasoners. We argue that this combined success is driven by compositional generalization, which we formalize through a hierarchical latent selection model. In this framework, reasoning traces are generated by a cascade of discrete latent selection variables corresponding to reusable atomic modules, including both skills (local operations) and routing mechanisms (how intermediate information is selected, reused, and composed). Within this model, we theoretically show that SFT and RL play asymmetric, complementary roles: SFT supplies the raw module materials in compositional traces, and RL decomposes those traces to identify the latent atomic modules and enable compositional generalization. We design controlled experiments to validate this theory. Our results demonstrate that RL can extract atomic modules from compound traces supplied by SFT and recombine them to solve new configurations. Moreover, we find that training on compound traces yields stronger generalization than training on isolated atomic modules. Finally, we investigate the relationship between SFT and RL data and identify an effective protocol in which SFT ensures coverage of all atomic modules through compositional traces, while RL focuses on novel compositions outside the SFT support to drive exploration.
2606.16517	2026-06-15	2026-06-30	analysis	behavioral observations	How Post-Training Shapes Biological Reasoning Models	Lukas Fesser; Hanlin Zhang; Michelle M. Li; Eric Wang; Bryan Perozzi; Shekoofeh Azizi; Sham M. Kakade; Marinka Zitnik	cs.LG; q-bio.QM	Controlled CPT-SFT-RL study across biological ID and OOD tasks	https://arxiv.org/abs/2606.16517	https://arxiv.org/pdf/2606.16517	paper/2026/2606.16517_how_post_training_shapes_biological_reasoning_models.pdf	Scientific reasoning models for biology combine language models with foundation models trained on multimodal biological data, including DNA, RNA, and proteins. These models are built through post-training, yet how each stage shapes reasoning and generalization remains poorly understood. We study when post-training improves performance and when it induces over-specialization. Across genomics, transcriptomics, and proteins, we train and evaluate more than 100 biological reasoning models under controlled variation in backbone, continued pre-training (CPT), supervised fine-tuning (SFT), and reinforcement learning (RL), measuring both in-domain (ID) and out-of-domain (OOD) performance. We find that each post-training stage reshapes generalization in a distinct way rather than contributing uniform gains. CPT improves downstream performance by aligning models with biological language. SFT consistently increases ID performance but causes OOD performance to peak early and decline as models fit the training distribution. RL, when applied to strong SFT checkpoints with aligned rewards, improves OOD performance and partially recovers generalization. These results show that biological reasoning does not improve monotonically with additional supervision or compute. Instead, performance depends on how training stages are composed. Under fixed post-training budgets, the strongest ID-OOD trade-off comes from brief SFT, larger RL allocations, and asymmetric adaptation capacity across stages.
2605.29190	2026-05-28	2026-05-28	analysis	empirical mechanisms	When RL Suppresses Its Own Vocabulary: Recovering Reasoning Diversity in Puzzle-to-Math Transfer	Mayug Maniparambil; Arjun Karuvally; Terrence Sejnowski; Fergal Reid	cs.LG; cs.CL	Reasoning primitives explain puzzle-to-math transfer and suppression	https://arxiv.org/abs/2605.29190	https://arxiv.org/pdf/2605.29190	paper/2026/2605.29190_when_rl_suppresses_its_own_vocabulary_recovering_reasoning_diversity_in.pdf	Reinforcement learning using verifiable rewards (RLVR) improves LLM reasoning, but the conditions under which it transfers across domains -- and why it does so -- remain under-explored. We study cross-domain transfer in a 7B model whose SFT and RL post-training stages use only constraint-satisfaction puzzles, with no mathematics problems in the post-training data. To analyze how transfer emerges, we introduce a reasoning primitive-level framework that combines a 9-class span classifier with motif extraction, allowing us to segment chain-of-thought traces into primitive motifs and track their evolution across training stages and domains. We find that puzzle SFT induces a reasoning-primitive vocabulary, yielding a $+7$pp \texttt{pass@32} gain on OlymMATH-Hard. Vanilla GSPO then composes these primitives into longer compute-verify chains, adding a further $+6$pp. However, this RL stage also suppresses exploratory primitives such as \textit{hypothesize} and \textit{backtrack}. To address this, we introduce a novelty bonus that rewards diverse correct rollouts, using perplexity under the reference model as a signal. This restores recovery primitives during RL and adds a further $+7$pp \texttt{pass@32} relative to vanilla GSPO. Finally, the end-to-end recipe raises the hard-math capability ceiling from $16.0\%$ at the OLMo3-7B-Instruct-SFT base to $36.0\%$, without adding any mathematics problems during the SFT or RL stages.
2604.06628	2026-04-08	2026-08-15	analysis	behavioral observations	Rethinking Generalization in Reasoning SFT: A Conditional Analysis on Optimization, Data, and Model Capability	Qihan Ren; Peng Wang; Ruikun Cai; Shuai Shao; Dadi Guo; Yuejin Xie; Yafu Li; Quanshi Zhang; Xia Hu; Jing Shao; Dongrui Liu	cs.AI	SFT transfer depends on optimization data and model capability	https://arxiv.org/abs/2604.06628	https://arxiv.org/pdf/2604.06628	paper/2026/2604.06628_rethinking_generalization_in_reasoning_sft_a_conditional_analysis_on_opt.pdf	A prevailing narrative in LLM post-training holds that supervised finetuning (SFT) memorizes while reinforcement learning (RL) generalizes. We revisit this claim for reasoning SFT with long chain-of-thought (CoT) supervision and find that cross-domain generalization is not absent but conditional, jointly shaped by optimization dynamics, training data, and base-model capability. Some reported failures are under-optimization artifacts: cross-domain performance first degrades before recovering and improving with extended training (a dip-and-recovery pattern), so shorttraining checkpoints can underestimate generalization. Data quality and structure both matter: low-quality solutions broadly hurt generalization,while verified long-CoT traces yield consistent cross-domain gains. Model capability is essential: stronger models internalize transferable procedural patterns (e.g., backtracking) even from a toy arithmetic game, while weaker ones imitate surface verbosity. This generalization is asymmetric, however: reasoning improves while safety degrades, reframing the question from whether reasoning SFT generalizes to under what conditions and at what cost.
2603.24472	2026-03-25	2026-08-18	analysis	empirical mechanisms	Why Does Self-Distillation (Sometimes) Degrade the Reasoning Capability of LLMs?	Jeonghye Kim; Xufang Luo; Minbeom Kim; Sangmook Lee; Dohyung Kim; Jiwon Jeon; Dongsheng Li; Yuqing Yang	cs.CL; cs.LG	Epistemic verbalization predicts self-distillation OOD failures	https://arxiv.org/abs/2603.24472	https://arxiv.org/pdf/2603.24472	paper/2026/2603.24472_why_does_self_distillation_sometimes_degrade_the_reasoning_capability_of.pdf	Self-distillation has emerged as an effective post-training paradigm for LLMs, often improving performance while shortening reasoning traces. However, in mathematical reasoning, we find that it can reduce response length while degrading performance. We trace this degradation to the suppression of epistemic verbalization - the model's expression of uncertainty during reasoning. Through controlled experiments varying conditioning context richness and task coverage, we show that conditioning the teacher on rich information suppresses uncertainty expression, enabling rapid in-domain optimization with limited task coverage but harming OOD performance, where unseen problems benefit from expressing uncertainty and adjusting accordingly. Across Qwen3-1.7B/8B, DeepSeek-Distill-Qwen-7B, and Olmo3-7B-Instruct, we observe performance drops of up to 40%. Our findings highlight that exposing appropriate levels of uncertainty is crucial for robust reasoning and underscore the importance of optimizing reasoning behavior beyond merely reinforcing correct answer traces.
2602.01365	2026-02-01	2026-02-01	analysis	behavioral observations	When Domains Interact: Asymmetric and Order-Sensitive Cross-Domain Effects in Reinforcement Learning for Reasoning	Wang Yang; Shouren Wang; Chaoda Song; Chuang Ma; Xinpeng Li; Nengbo Wang; Kaixiong Zhou; Vipin Chaudhary; Xiaotian Han	cs.LG; cs.AI; cs.CL	Cross-domain GRPO transfer is asymmetric and order-sensitive	https://arxiv.org/abs/2602.01365	https://arxiv.org/pdf/2602.01365	paper/2026/2602.01365_when_domains_interact_asymmetric_and_order_sensitive_cross_domain_effect.pdf	Group Relative Policy Optimization (GRPO) has become a key technique for improving reasoning abilities in large language models, yet its behavior under different domain sequencing strategies is poorly understood. In particular, the impact of sequential (one domain at a time) versus mixed-domain (multiple domain at a time) training in GRPO has not been systematically studied. We provide the first systematic analysis of training-order effects across math, science, logic, and puzzle reasoning tasks. We found (1) single-domain generalization is highly asymmetric: training on other domains improves math reasoning by approximately 25\% accuracy, while yielding negligible transfer to logic and puzzle; (2) cross-domain interactions are highly order-dependent: training in the order math$\rightarrow$science achieves 83\% / 41\% accuracy on math / science, while reversing the order to science$\rightarrow$math degrades performance to 77\% / 25\%; (3) no single strategy is universally optimal in multi-domain training: sequential training favors math (up to 84\%), mixed training favors science and logic, and poor ordering can incur large performance gaps (from 70\% to 56\%). Overall, our findings demonstrate that GRPO under multi-domain settings exhibits pronounced asymmetry, order sensitivity, and strategy dependence, highlighting the necessity of domain-aware and order-aware training design.
2601.18217	2026-01-26	2026-01-26	analysis	behavioral observations	Paying Less Generalization Tax: A Cross-Domain Generalization Study of RL Training for LLM Agents	Zhihan Liu; Lin Guan; Yixin Nie; Kai Zhang; Zhuoqun Hao; Lin Chen; Asli Celikyilmaz; Zhaoran Wang; Na Zhang	cs.AI; cs.LG	Environment properties predict cross-domain transfer in RL-trained agents	https://arxiv.org/abs/2601.18217	https://arxiv.org/pdf/2601.18217	paper/2026/2601.18217_paying_less_generalization_tax_a_cross_domain_generalization_study_of_rl.pdf	Generalist LLM agents are often post-trained on a narrow set of environments but deployed across far broader, unseen domains. In this work, we investigate the challenge of agentic post-training when the eventual test domains are unknown. Specifically, we analyze which properties of reinforcement learning (RL) environments and modeling choices have the greatest influence on out-of-domain performance. First, we identify two environment axes that strongly correlate with cross-domain generalization: (i) state information richness, i.e., the amount of information for the agent to process from the state, and (ii) planning complexity, estimated via goal reachability and trajectory length under a base policy. Notably, domain realism and text-level similarity are not the primary factors; for instance, the simple grid-world domain Sokoban leads to even stronger generalization in SciWorld than the more realistic ALFWorld. Motivated by these findings, we further show that increasing state information richness alone can already effectively improve cross-domain robustness. We propose a randomization technique, which is low-overhead and broadly applicable: add small amounts of distractive goal-irrelevant features to the state to make it richer without altering the task. Beyond environment-side properties, we also examine several modeling choices: (a) SFT warmup or mid-training helps prevent catastrophic forgetting during RL but undermines generalization to domains that are not included in the mid-training datamix; and (b) turning on step-by-step thinking during RL, while not always improving in-domain performance, plays a crucial role in preserving generalization.
2512.20760	2025-12-23	2026-03-04	analysis	behavioral observations	Generalization of RLVR Using Causal Reasoning as a Testbed	Brian Lu; Hongyu Zhao; Shuo Sun; Hao Peng; Rui Ding; Hongyuan Mei	cs.LG; cs.AI; cs.CL	RLVR generalization across causal query level and graph complexity	https://arxiv.org/abs/2512.20760	https://arxiv.org/pdf/2512.20760	paper/2025/2512.20760_generalization_of_rlvr_using_causal_reasoning_as_a_testbed.pdf	Reinforcement learning with verifiable rewards (RLVR) has emerged as a promising paradigm for post-training large language models (LLMs) on complex reasoning tasks. Yet, the conditions under which RLVR yields robust generalization remain underexplored. This paper provides an empirical study of RLVR generalization in the setting of probabilistic inference over causal graphical models. This setting offers two natural axes along which to examine generalization: (i) the level of the probabilistic query -- associational, interventional, or counterfactual -- and (ii) the structural complexity of the query, measured by the size of its relevant subgraph. We construct a dataset of causal graphs and queries spanning these difficulty axes and fine-tune Qwen-2.5-Instruct models using RLVR or supervised fine-tuning (SFT). We vary both the model scale (3B-32B) and the query level included in training. We find that RLVR yields stronger within-level and across-level generalization than SFT, but only for specific combinations of model size and training query level. Further analysis shows that RLVR's effectiveness depends on the model's initial reasoning competence. With sufficient initial competence, RLVR improves an LLM's marginalization strategy and reduces errors in intermediate probability calculations, producing substantial accuracy gains, particularly on more complex queries. These results show that RLVR can improve specific causal reasoning subskills, with its benefits emerging only when the model has sufficient initial competence. Our code and data is available at https://github.com/zhichul/rlcausal.
2512.01775	2025-12-01	2025-12-01	analysis	empirical mechanisms	How Does RL Post-training Induce Skill Composition? A Case Study on Countdown	Simon Park; Simran Kaur; Sanjeev Arora	cs.LG	Expression-tree analysis isolates compositional RL transfer	https://arxiv.org/abs/2512.01775	https://arxiv.org/pdf/2512.01775	paper/2025/2512.01775_how_does_rl_post_training_induce_skill_composition_a_case_study_on_count.pdf	While reinforcement learning (RL) successfully enhances reasoning in large language models, its role in fostering compositional generalization (the ability to synthesize novel skills from known components) is often conflated with mere length generalization. To this end, we study what RL post-training teaches about skill composition and how the structure of the composition affects the skill transfer. We focus on the Countdown task (given n numbers and a target, form an expression that evaluates to the target) and analyze model solutions as expression trees, where each subtree corresponds to a reusable subtask and thus can be viewed as a ``skill.'' Tracking tree shapes and their success rates over training, we find: (i) out-of-distribution (OOD) generalization to larger n and to unseen tree shapes, indicating compositional reuse of subtasks; (ii) a structure-dependent hierarchy of learnability -- models master shallow balanced trees (workload is balanced between subtasks) before deep unbalanced ones, with persistent fragility on right-heavy structures (even when the composition depth is the same as some left-heavy structures). Our diagnostic reveals what is learned, in what order, and where generalization fails, clarifying how RL-only post-training induces OOD generalization beyond what standard metrics such as pass@k reveal.
2512.07783	2025-12-08	2025-12-08	analysis	behavioral observations	On the Interplay of Pre-Training, Mid-Training, and RL on Reasoning Language Models	Charlie Zhang; Graham Neubig; Xiang Yue	cs.CL	Controlled pre-training mid-training and RL capability boundary	https://arxiv.org/abs/2512.07783	https://arxiv.org/pdf/2512.07783	paper/2025/2512.07783_on_the_interplay_of_pre_training_mid_training_and_rl_on_reasoning_langua.pdf	Recent reinforcement learning (RL) techniques have yielded impressive reasoning improvements in language models, yet it remains unclear whether post-training truly extends a model's reasoning ability beyond what it acquires during pre-training. A central challenge is the lack of control in modern training pipelines: large-scale pre-training corpora are opaque, mid-training is often underexamined, and RL objectives interact with unknown prior knowledge in complex ways. To resolve this ambiguity, we develop a fully controlled experimental framework that isolates the causal contributions of pre-training, mid-training, and RL-based post-training. Our approach employs synthetic reasoning tasks with explicit atomic operations, parseable step-by-step reasoning traces, and systematic manipulation of training distributions. We evaluate models along two axes: extrapolative generalization to more complex compositions and contextual generalization across surface contexts. Using this framework, we reconcile competing views on RL's effectiveness. We show that: 1) RL produces true capability gains (pass@128) only when pre-training leaves sufficient headroom and when RL data target the model's edge of competence, tasks at the boundary that are difficult but not yet out of reach. 2) Contextual generalization requires minimal yet sufficient pre-training exposure, after which RL can reliably transfer. 3) Mid-training significantly enhances performance under fixed compute compared with RL only, demonstrating its central but underexplored role in training pipelines. 4) Process-level rewards reduce reward hacking and improve reasoning fidelity. Together, these results clarify the interplay between pre-training, mid-training, and RL, offering a foundation for understanding and improving reasoning LM training strategies.
2509.21016	2025-09-25	2025-10-03	analysis	behavioral observations	RL Grokking Recipe: How Does RL Unlock and Transfer New Algorithms in LLMs?	Yiyou Sun; Yuhan Cao; Pohao Huang; Haoyue Bai; Hannaneh Hajishirzi; Nouha Dziri; Dawn Song	cs.LG; cs.CL	Controlled algorithm acquisition and four transfer axes	https://arxiv.org/abs/2509.21016	https://arxiv.org/pdf/2509.21016	paper/2025/2509.21016_rl_grokking_recipe_how_does_rl_unlock_and_transfer_new_algorithms_in_llm.pdf	It remains an open question whether LLMs can acquire or generalize genuinely new reasoning strategies, beyond the sharpened skills encoded in their parameters during pre-training or post-training. To attempt to answer this debate, we introduce DELTA-Code -- Distributional Evaluation of Learnability and Transferrability in Algorithmic Coding -- a controlled benchmark of synthetic coding problem families designed to probe two fundamental aspects: learnability -- can LLMs, through reinforcement learning (RL), solve problem families where pretrained models exhibit failure with large enough attempts (pass@K=0)? -- and transferrability -- if learnability happens, can such skills transfer systematically to out-of-distribution (OOD) test sets? Unlike prior public coding datasets, DELTA isolates reasoning skills through templated problem generators and introduces fully OOD problem families that demand novel strategies rather than tool invocation or memorized patterns. Our experiments reveal a striking grokking phase transition: after an extended period with near-zero reward, RL-trained models abruptly climb to near-perfect accuracy. To enable learnability on previously unsolvable problem families, we explore key training ingredients such as staged warm-up with dense rewards, experience replay, curriculum training, and verification-in-the-loop. Beyond learnability, we use DELTA to evaluate transferability or generalization along exploratory, compositional, and transformative axes, as well as cross-family transfer. Results show solid gains within families and for recomposed skills, but persistent weaknesses in transformative cases. DELTA thus offers a clean testbed for probing the limits of RL-driven reasoning and for understanding how models can move beyond existing priors to acquire new algorithmic skills.
2509.12235	2025-09-08	2026-05-08	analysis	empirical mechanisms	RL Fine-Tuning Heals OOD Forgetting in SFT	Hangzhan Jin; Sitao Luan; Tianwei Ni; Sicheng Lyu; Guillaume Rabusseau; Reihaneh Rabbany; Doina Precup; Mohammad Hamdaqa	cs.LG; cs.AI	Singular-vector rotation tracks SFT forgetting and RL recovery	https://arxiv.org/abs/2509.12235	https://arxiv.org/pdf/2509.12235	paper/2025/2509.12235_rl_fine_tuning_heals_ood_forgetting_in_sft.pdf	Supervised Fine-Tuning (SFT) followed by Reinforcement Learning (RL) is a standard post-training recipe for improving Large Language Models (LLM) reasoning, but why it works remains unclear. We revisit the common claim that ``SFT memorizes, RL generalizes'' through checkpoint-wise analyses of in-distribution (ID) and out-of-distribution (OOD) reasoning. We find that OOD performance often peaks early during SFT and then declines despite continued improvement in ID reasoning. RL typically does not surpass this early SFT peak; rather, it restores OOD capability lost during later SFT, and only from a bounded range of SFT checkpoints. Further spectral analysis shows that this forgetting-and-recovery pattern correlates with rotations of singular vectors, while singular values remain largely stable. These findings suggest a more precise view of post-training dynamics: SFT can forget, RL can recover, and controlling singular-vector rotation may improve OOD robustness. Code is available at \href{https://github.com/jinhangzhan/RL\_Heals\_SFT.git}{https://github.com/jinhangzhan/RL\_Heals\_SFT}.
2507.00432	2025-07-01	2025-10-20	analysis	empirical mechanisms	Does Math Reasoning Improve General LLM Capabilities? Understanding Transferability of LLM Reasoning	Maggie Huan; Yuetai Li; Tuney Zheng; Xiaoyu Xu; Seungone Kim; Minxin Du; Radha Poovendran; Graham Neubig; Xiang Yue	cs.AI; cs.CL	Representation drift explains math-to-general transfer differences	https://arxiv.org/abs/2507.00432	https://arxiv.org/pdf/2507.00432	paper/2025/2507.00432_does_math_reasoning_improve_general_llm_capabilities_understanding_trans.pdf	Math reasoning has become the poster child of progress in large language models (LLMs), with new models rapidly surpassing human-level performance on benchmarks like MATH and AIME. But as math leaderboards improve week by week, it is worth asking: do these gains reflect broader problem-solving ability or just narrow overfitting? To answer this question, we evaluate over 20 open-weight reasoning-tuned models across a broad suite of tasks, including math, scientific QA, agent planning, coding, and standard instruction-following. We surprisingly find that most models that succeed in math fail to transfer their gains to other domains. To rigorously study this phenomenon, we conduct controlled experiments on Qwen3-14B models using math-only data but different tuning methods. We find that reinforcement learning (RL)-tuned models generalize well across domains, while supervised fine-tuning (SFT)-tuned models often forget general capabilities. Latent-space representation and token-space distribution shift analyses reveal that SFT induces substantial representation and output drift, while RL preserves general-domain structure. Our results suggest a need to rethink standard post-training recipes, particularly the reliance on SFT-distilled data for advancing reasoning models.
2506.19733	2025-06-24	2026-03-02	analysis	behavioral observations	Breaking Barriers: Do Reinforcement Post Training Gains Transfer To Unseen Domains?	Chuxuan Hu; Yuxuan Zhu; Antony Kellermann; Caleb Biddulph; Suppakit Waiwitlikhit; Jason Benn; Daniel Kang	cs.CL	Observational and interventional audit of unseen-domain RL transfer	https://arxiv.org/abs/2506.19733	https://arxiv.org/pdf/2506.19733	paper/2025/2506.19733_breaking_barriers_do_reinforcement_post_training_gains_transfer_to_unsee.pdf	Reinforcement post training (RPT) has recently shown promise in improving the reasoning abilities of large language models (LLMs). However, it remains unclear how well these improvements generalize to new domains, as prior work evaluates RPT models on data from the same domains used for post-training. To understand the generalizability of RPT, we conduct two studies with specific focus on Reinforcement Learning with Verifiable Rewards (RLVR). (1) Observational: we compare a wide range of open-weight RPT models against their corresponding base models across multiple domains, including both seen and unseen domains in their fine-tuning data. (2) Interventional: we fine-tune LLMs with RPT on single domains and evaluate their performance across multiple domains. Both studies converge on the same conclusion that, although RPT brings substantial gains on tasks similar to the fine-tuning data, the gains generalize inconsistently and can vanish on domains with different reasoning patterns.
